id,smiles,actual_solubility,predicted_solubility,error,abs_error
ClC1=CC=C(C=C1Cl)C2=CC(=C(Cl)C(=C2)Cl)Cl,ClC1=CC=C(C=C1Cl)C2=CC(=C(Cl)C(=C2)Cl)Cl,-8.39,-7.447957515716553,0.9420428276062012,0.9420428276062012
CCCCCCCCCCCCO,CCCCCCCCCCCCO,-4.9847465,-4.042826175689697,0.941920280456543,0.941920280456543
CC1(C)CC(O)CC(C)(C)N1CCO,CC1(C)CC(O)CC(C)(C)N1CCO,-0.85982054,0.08197641372680664,0.9417969584465027,0.9417969584465027
COC(=O)\C=C(/C)N,COC(=O)\C=C(/C)N,-0.8059235,0.13576436042785645,0.9416878819465637,0.9416878819465637
CCCC(=O)[N]1N=CC2=C1N=CNC2=O,CCCC(=O)[N]1N=CC2=C1N=CNC2=O,-3.27,-2.3283157348632812,0.9416842460632324,0.9416842460632324
CCN1C=C(C(=O)OCOC(C)=O)C(=O)C2=C1N=C(C)C=C2,CCN1C=C(C(=O)OCOC(C)=O)C(=O)C2=C1N=C(C)C=C2,-2.49,-3.4314746856689453,-0.9414746761322021,0.9414746761322021
CN1C=CC=CC1=O,CN1C=CC=CC1=O,0.9621,0.02067279815673828,-0.9414272308349609,0.9414272308349609
C/C=C/CCC1CCCC(=O)O1,C/C=C/CCC1CCCC(=O)O1,-1.4887263,-2.4299678802490234,-0.9412416219711304,0.9412416219711304
NC1=NC2=C(C=NC=N2)N=C1,NC1=NC2=C(C=NC=N2)N=C1,-2.31,-1.3694456815719604,0.9405542612075806,0.9405542612075806
Cc1cc(Cl)c(O)c(Cl)c1,Cc1cc(Cl)c(O)c(Cl)c1,-1.4202,-2.3605728149414062,-0.9403728246688843,0.9403728246688843
C1=CC2=C(C=C1)N=C3C=CC=CC3=N2,C1=CC2=C(C=C1)N=C3C=CC=CC3=N2,-3.7,-2.759943962097168,0.9400560855865479,0.9400560855865479
[H+].[Cl-].CCOC(=O)C1(CCN(C)CC1)c2ccccc2,[H+].[Cl-].CCOC(=O)C1(CCN(C)CC1)c2ccccc2,-1.6368,-0.6972054839134216,0.939594566822052,0.939594566822052
Oc1ccc(C=O)cc1[N+]([O-])=O,Oc1ccc(C=O)cc1[N+]([O-])=O,-2.9512,-2.011882781982422,0.9393172264099121,0.9393172264099121
Brc1cc(C(O)=O)c(N)cc1,Brc1cc(C(O)=O)c(N)cc1,-3.07,-2.1307640075683594,0.9392359256744385,0.9392359256744385
CC(NC(=O)COC(=O)c1ccccc1)C(N)=O,CC(NC(=O)COC(=O)c1ccccc1)C(N)=O,-2.7172,-1.7782405614852905,0.9389594793319702,0.9389594793319702
[Na+].[Na+].Cc1cc(ccc1NNC2=C(C=C3C=CC(=O)C=C3C2=O)[S]([O-])(=O)=O)C4(CCCCC4)c5ccc(NNC6=C(C=C7C=CC(=O)C=C7C6=O)[S]([O-])(=O)=O)c(C)c5,[Na+].[Na+].Cc1cc(ccc1NNC2=C(C=C3C=CC(=O)C=C3C2=O)[S]([O-])(=O)=O)C4(CCCCC4)c5ccc(NNC6=C(C=C7C=CC(=O)C=C7C6=O)[S]([O-])(=O)=O)c(C)c5,-0.8547885,-1.7933958768844604,-0.938607394695282,0.938607394695282
COC1=C2OC3C(OC(C)=O)CCC4C5CC(=C2C43CCN5C)C=C1,COC1=C2OC3C(OC(C)=O)CCC4C5CC(=C2C43CCN5C)C=C1,-1.75,-2.688602924346924,-0.9386029243469238,0.9386029243469238
CC1(C)OC(=O)c2ccccc12,CC1(C)OC(=O)c2ccccc12,-1.8684,-2.8067259788513184,-0.9383260011672974,0.9383260011672974
OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO.[O-][S]([O-])(=O)=O,OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO.[O-][S]([O-])(=O)=O,1.9675127,1.0293521881103516,-0.9381605386734009,0.9381605386734009
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.7878,-0.15024340152740479,-0.9380434155464172,0.9380434155464172
CN1C(=O)N(C)c2nc(C)c(C)nc2C1=O,CN1C(=O)N(C)c2nc(C)c(C)nc2C1=O,-1.3429,-0.40490689873695374,0.9379931390285492,0.9379931390285492
C1CN(CCN1C\C=C\C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,C1CN(CCN1C\C=C\C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,-4.2,-3.2623839378356934,0.9376158714294434,0.9376158714294434
C1CC=CC(C1)c2ccc(cc2)C3CCC=CC3,C1CC=CC(C1)c2ccc(cc2)C3CCC=CC3,-6.591929,-5.654449939727783,0.9374790191650391,0.9374790191650391
ClC(Cl)C(=O)NC1=C(Cl)C(=O)c2ccccc2C1=O,ClC(Cl)C(=O)NC1=C(Cl)C(=O)c2ccccc2C1=O,-5.0261,-5.963564395904541,-0.9374642372131348,0.9374642372131348
NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,-0.2355,-1.172960638999939,-0.937460646033287,0.937460646033287
CN1C=C(C(=O)NC1=O)[N+]([O-])=O,CN1C=C(C(=O)NC1=O)[N+]([O-])=O,-1.9977,-1.0606372356414795,0.9370627403259277,0.9370627403259277
CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,-4.5238,-3.5869193077087402,0.9368805885314941,0.9368805885314941
CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2O,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2O,-3.02,-3.9567980766296387,-0.936798095703125,0.936798095703125
COC1=CC2=C(C=C1OC)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N,COC1=CC2=C(C=C1OC)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N,-1.8,-2.736684799194336,-0.9366848468780518,0.9366848468780518
CCC(C)(C)C,CCC(C)(C)C,-3.55,-2.6135149002075195,0.9364850521087646,0.9364850521087646
CCC1(C)NC(=O)C(C)(CC)NC1=O,CCC1(C)NC(=O)C(C)(CC)NC1=O,-1.92,-0.9836927652359009,0.9363071918487549,0.9363071918487549
CCCCNC(=S)N(CCCC)CCCC,CCCCNC(=S)N(CCCC)CCCC,-4.1840663,-5.12008810043335,-0.9360218048095703,0.9360218048095703
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC12C,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC12C,-4.24,-3.3039822578430176,0.9360175132751465,0.9360175132751465
CCC1(C)Nc2cccc3cccc(N1)c23,CCC1(C)Nc2cccc3cccc(N1)c23,-3.2477605,-4.183695316314697,-0.9359347820281982,0.9359347820281982
CN(CC(O)=O)C(=O)COC(=O)c1ccccc1,CN(CC(O)=O)C(=O)COC(=O)c1ccccc1,-2.254,-1.3180944919586182,0.9359054565429688,0.9359054565429688
CCCCC(=O)NNC(=O)C1=CC=NC=C1,CCCCC(=O)NNC(=O)C1=CC=NC=C1,-1.01,-1.9456645250320435,-0.9356645345687866,0.9356645345687866
[I-].CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,[I-].CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,-1.7271281,-0.7915029525756836,0.9356251955032349,0.9356251955032349
CCCCCC1=C(N=C2C=C(O)C(=O)C3=C2C=CC=C3)C(=NO1)C,CCCCCC1=C(N=C2C=C(O)C(=O)C3=C2C=CC=C3)C(=NO1)C,-3.18,-4.115429401397705,-0.9354293346405029,0.9354293346405029
COc1ccc(cc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(Cl)ccc4OC)C(=O)Nc5ccccc5,COc1ccc(cc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(Cl)ccc4OC)C(=O)Nc5ccccc5,-8.184414,-7.249020099639893,0.9353938102722168,0.9353938102722168
OC(=O)c1cc(C=O)ccc1O,OC(=O)c1cc(C=O)ccc1O,-2.6354,-1.700093150138855,0.9353069067001343,0.9353069067001343
[Na+].[Al+3].[O-][Si]([O-])=O.[O-][Si]([O-])=O,[Na+].[Al+3].[O-][Si]([O-])=O.[O-][Si]([O-])=O,-3.473139,-2.5379228591918945,0.9352161884307861,0.9352161884307861
[Zn++].[O-][Se]([O-])=O,[Zn++].[O-][Se]([O-])=O,-4.0799656,-5.015137195587158,-0.9351716041564941,0.9351716041564941
FC(F)F,FC(F)F,-1.2334,-0.29827195405960083,0.9351280331611633,0.9351280331611633
NC(=O)NCC(=O)NCC(=O)NCC(O)=O,NC(=O)NCC(=O)NCC(=O)NCC(O)=O,-1.3505,-0.4157119393348694,0.9347880482673645,0.9347880482673645
OC1=CC=CC2=C1C=CC=C2O,OC1=CC=CC2=C1C=CC=C2O,-2.92,-1.9857465028762817,0.9342535734176636,0.9342535734176636
CC1=NC2=C([NH]1)C=NC=N2,CC1=NC2=C([NH]1)C=NC=N2,-0.41,-1.3439027070999146,-0.9339027106761932,0.9339027106761932
Nc1c(I)c(C([O-])=O)c(I)c(C([O-])=O)c1I,Nc1c(I)c(C([O-])=O)c(I)c(C([O-])=O)c1I,-1.5696228,-2.5033111572265625,-0.9336884021759033,0.9336884021759033
[NH4+].[Fe+3].[O-]C(=O)CN(CCCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,[NH4+].[Fe+3].[O-]C(=O)CN(CCCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.10500562,-0.8282806873321533,-0.9332863092422485,0.9332863092422485
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,-5.284,-4.350778102874756,0.9332218170166016,0.9332218170166016
CC1(C)CCCC2(C)C1CCC3(C)OCCC23,CC1(C)CCCC2(C)C1CCC3(C)OCCC23,-5.099488,-4.166326999664307,0.9331607818603516,0.9331607818603516
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,-2.1693,-3.10245418548584,-0.9331541061401367,0.9331541061401367
O=C(O)C1=C(N=NC2=CC=C(O)C=C2)C=CC=C1Cl,O=C(O)C1=C(N=NC2=CC=C(O)C=C2)C=CC=C1Cl,-3.0,-3.9330315589904785,-0.9330315589904785,0.9330315589904785
CCN(C(C)C(C)C)C(=O)SCc1ccccc1,CCN(C(C)C(C)C)C(=O)SCc1ccccc1,-4.7337,-3.8006935119628906,0.9330062866210938,0.9330062866210938
C=COC1CCCCC1,C=COC1CCCCC1,-2.582542,-3.515385627746582,-0.9328436851501465,0.9328436851501465
CC12CCC3=C(C=CC4=C3C=CC(=C4)O)C1CCC2=O,CC12CCC3=C(C=CC4=C3C=CC(=C4)O)C1CCC2=O,-4.96,-4.027285575866699,0.9327144622802734,0.9327144622802734
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,-5.6768,-6.609487533569336,-0.9326877593994141,0.9326877593994141
C[S](F)(=O)=O,C[S](F)(=O)=O,-0.5145,0.41809380054473877,0.932593822479248,0.932593822479248
C[N@]1C[C@@H]2C[C@H]1CN2c1c(cc2c(n(cc(C(=O)O)c2=O)C2CC2)c1)F,C[N@]1C[C@@H]2C[C@H]1CN2c1c(cc2c(n(cc(C(=O)O)c2=O)C2CC2)c1)F,-2.9,-3.8325929641723633,-0.9325928688049316,0.9325928688049316
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,-4.3158,-3.383680820465088,0.9321193695068359,0.9321193695068359
CN1N=C(SC1=N[S](C)(=O)=O)[S](N)(=O)=O,CN1N=C(SC1=N[S](C)(=O)=O)[S](N)(=O)=O,-2.05,-1.1178970336914062,0.9321029186248779,0.9321029186248779
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)CN1CCCC1C(=O)O,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)CN1CCCC1C(=O)O,-1.24,-2.171745538711548,-0.9317455291748047,0.9317455291748047
c1ccc(nc1)c2cccnc2,c1ccc(nc1)c2cccnc2,-0.5916,-1.522816777229309,-0.9312167763710022,0.9312167763710022
CNN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCN(C)CC3)C(=C2)F,CNN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCN(C)CC3)C(=C2)F,-3.73,-2.7990527153015137,0.9309473037719727,0.9309473037719727
NC(CSCCCCCCSCC(N)C(=O)O)C(=O)O,NC(CSCCCCCCSCC(N)C(=O)O)C(=O)O,-2.77,-1.8403593301773071,0.9296406507492065,0.9296406507492065
F[B-](F)(F)F.F[B-](F)(F)F.F[N+]12CC[N+](CCl)(CC1)CC2,F[B-](F)(F)F.F[B-](F)(F)F.F[N+]12CC[N+](CCl)(CC1)CC2,-0.3038119,0.625490665435791,0.9293025732040405,0.9293025732040405
CC1=C(N=C2C=C(O)C(=O)C3=C2C=CC=C3)C(=NO1)C,CC1=C(N=C2C=C(O)C(=O)C3=C2C=CC=C3)C(=NO1)C,-3.89,-2.9607672691345215,0.9292328357696533,0.9292328357696533
CCCCC(CC)C(=O)OOC(C)(C)CC,CCCCC(CC)C(=O)OOC(C)(C)CC,-4.116872,-5.045569896697998,-0.9286980628967285,0.9286980628967285
Nc1ccc(O)c2C(=O)c3ccccc3C(=O)c12,Nc1ccc(O)c2C(=O)c3ccccc3C(=O)c12,-3.824,-4.752290725708008,-0.928290843963623,0.928290843963623
CO[SiH](CC1CCCCC1)OC,CO[SiH](CC1CCCCC1)OC,-3.0959725,-4.024048328399658,-0.9280757904052734,0.9280757904052734
[O-][N+](=O)c1ccc2ccc3cccc4ccc1c2c34,[O-][N+](=O)c1ccc2ccc3cccc4ccc1c2c34,-7.3213,-6.393771648406982,0.9275283813476562,0.9275283813476562
Clc1ccc2Nc3cc4C(=O)c5cc(Cl)ccc5Nc4cc3C(=O)c2c1,Clc1ccc2Nc3cc4C(=O)c5cc(Cl)ccc5Nc4cc3C(=O)c2c1,-7.4198055,-6.4923834800720215,0.927422046661377,0.927422046661377
O=[P](Oc1ccccc1)(Oc2ccccc2)N3CCOCC3,O=[P](Oc1ccccc1)(Oc2ccccc2)N3CCOCC3,-2.1425,-3.0699124336242676,-0.9274125099182129,0.9274125099182129
O=C1OCc2ccccc12,O=C1OCc2ccccc12,-0.862721,-1.7900112867355347,-0.9272902607917786,0.9272902607917786
COC1=CC2=C3C(=C1)C=CC=C3CN(C(N)=NO)C2,COC1=CC2=C3C(=C1)C=CC=C3CN(C(N)=NO)C2,-1.21,-2.137188196182251,-0.9271881580352783,0.9271881580352783
CC1(C)C2CC(O)C(=C)C1C2,CC1(C)C2CC(O)C(=C)C1C2,-2.096125,-3.0232372283935547,-0.927112340927124,0.927112340927124
Nc1ccc(cc1)N=Nc2ccccc2,Nc1ccc(cc1)N=Nc2ccccc2,-3.7597032,-4.686398983001709,-0.9266958236694336,0.9266958236694336
CCCCN,CCCCN,1.1359,0.20972436666488647,-0.9261756539344788,0.9261756539344788
OC(=O)CC(N(CCC#N)CCC#N)C(O)=O,OC(=O)CC(N(CCC#N)CCC#N)C(O)=O,-1.5337,-0.6077399253845215,0.9259600639343262,0.9259600639343262
c1cc(N)ccc1C(=O)OCCNCCCCC,c1cc(N)ccc1C(=O)OCCNCCCCC,-3.27,-2.3440804481506348,0.9259195327758789,0.9259195327758789
Oc1ccc(cc1)c2ccc(O)cc2,Oc1ccc(cc1)c2ccc(O)cc2,-3.742373,-2.8166189193725586,0.9257540702819824,0.9257540702819824
C=CCOC(=O)c1ccccc1C(=O)OCC=C,C=CCOC(=O)c1ccccc1C(=O)OCC=C,-3.2211356,-4.146888732910156,-0.925753116607666,0.925753116607666
Oc1cccc2ccnnc12,Oc1cccc2ccnnc12,-2.4089,-1.4832282066345215,0.9256718158721924,0.9256718158721924
O=C(c1ccc(Oc2ccccc2)cc1)c3ccc(cc3)C(=O)c4ccc(Oc5ccccc5)cc4,O=C(c1ccc(Oc2ccccc2)cc1)c3ccc(cc3)C(=O)c4ccc(Oc5ccccc5)cc4,-7.973612,-7.0480217933654785,0.9255900382995605,0.9255900382995605
CC1CCC2C(C1)C(=O)OC2=O,CC1CCC2C(C1)C(=O)OC2=O,-1.3015261,-2.2265193462371826,-0.9249932765960693,0.9249932765960693
CN(C(=O)COc1sc2ccccc2n1)c3ccccc3,CN(C(=O)COc1sc2ccccc2n1)c3ccccc3,-4.8727,-3.947909355163574,0.9247908592224121,0.9247908592224121
COC1=CC=C(C2=CC=CC=C21)[N+](=O)[O-],COC1=CC=C(C2=CC=CC=C21)[N+](=O)[O-],-4.36,-3.4352974891662598,0.9247026443481445,0.9247026443481445
OC1=C(CC2=C(O)C3=CC=CC=C3OC2=O)C(=O)OC4=C1C=CC=C4,OC1=C(CC2=C(O)C3=CC=CC=C3OC2=O)C(=O)OC4=C1C=CC=C4,-4.27,-3.3455986976623535,0.9244012832641602,0.9244012832641602
NC1=CC=C(C2=C1C=CC=C2)[S](O)(=O)=O,NC1=CC=C(C2=C1C=CC=C2)[S](O)(=O)=O,-2.91,-1.9859998226165771,0.9240002632141113,0.9240002632141113
NC(C(O)C(O)C(O)CO)C(O)=O,NC(C(O)C(O)C(O)CO)C(O)=O,-0.859,0.0644105076789856,0.9234105348587036,0.9234105348587036
CCO[P](=S)(OCC)Oc1ncn(n1)c2ccccc2,CCO[P](=S)(OCC)Oc1ncn(n1)c2ccccc2,-3.9049,-4.828306198120117,-0.9234061241149902,0.9234061241149902
NC(=O)c1cccnc1,NC(=O)c1cccnc1,0.6121583,-0.31117182970046997,-0.9233301281929016,0.9233301281929016
CCCCCOC(=O)CC,CCCCCOC(=O)CC,-2.2505224,-3.173710346221924,-0.9231879711151123,0.9231879711151123
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2OC(=O)CC5=CC=CC=C5,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2OC(=O)CC5=CC=CC=C5,-4.66,-5.583017826080322,-0.9230179786682129,0.9230179786682129
CC(N(O)C(N)=O)C1=CC2=C(S1)C=CC=C2,CC(N(O)C(N)=O)C1=CC2=C(S1)C=CC=C2,-3.37,-2.4469962120056152,0.9230036735534668,0.9230036735534668
COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,-5.8221,-4.89926290512085,0.9228372573852539,0.9228372573852539
[Fe+3].[O-][P]([O-])([O-])=O,[Fe+3].[O-][P]([O-])([O-])=O,-3.2614646,-2.338682174682617,0.9227824211120605,0.9227824211120605
NC1=NC2=C(N=C[N]2C3OC(CO)C(O)C3O)C(=O)N1,NC1=NC2=C(N=C[N]2C3OC(CO)C(O)C3O)C(=O)N1,-2.74,-1.8172242641448975,0.9227757453918457,0.9227757453918457
CCC(C)C1NC(=O)C(CC2=C[NH]C3=C2C=CC=C3)NC(=O)C4CCCN4C(=O)C(CC5=CC=CC=C5)N(C)C(=O)C6CNCCN6C(=O)C7CCCCN7C1=O,CCC(C)C1NC(=O)C(CC2=C[NH]C3=C2C=CC=C3)NC(=O)C4CCCN4C(=O)C(CC5=CC=CC=C5)N(C)C(=O)C6CNCCN6C(=O)C7CCCCN7C1=O,-2.75,-1.8276242017745972,0.9223757982254028,0.9223757982254028
CCOC(=O)N1CCN(CC1)CN2CCN(CC2)C(=O)OCC,CCOC(=O)N1CCN(CC1)CN2CCN(CC2)C(=O)OCC,-0.8443,0.07797199487686157,0.9222719669342041,0.9222719669342041
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,-3.6929,-2.770871162414551,0.9220287799835205,0.9220287799835205
CCOc1ccc(C(O)=O)c2ccccc12,CCOc1ccc(C(O)=O)c2ccccc12,-4.1122,-3.1902222633361816,0.9219775199890137,0.9219775199890137
[Cu++].[O-][N+]([O-])=O.[O-][N+]([O-])=O,[Cu++].[O-][N+]([O-])=O.[O-][N+]([O-])=O,0.8661229,-0.055819690227508545,-0.9219425916671753,0.9219425916671753
CC(=O)OCC(=O)C1(O)C(CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C)OC(C)=O,CC(=O)OCC(=O)C1(O)C(CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C)OC(C)=O,-4.13,-3.208585739135742,0.9214143753051758,0.9214143753051758
CO[S]([O-])(=O)=O.CN(N=CC1=[N+](C)c2ccccc2C1(C)C)c3ccc(C)cc3,CO[S]([O-])(=O)=O.CN(N=CC1=[N+](C)c2ccccc2C1(C)C)c3ccc(C)cc3,-1.6762061,-0.7549542188644409,0.9212518930435181,0.9212518930435181
CCCCCCCCCCNC(=O)OCC1OC(O)C(O)C(O)C1O,CCCCCCCCCCNC(=O)OCC1OC(O)C(O)C(O)C1O,-3.56,-2.6391797065734863,0.9208202362060547,0.9208202362060547
CC/C=C/CCOC(=O)OC,CC/C=C/CCOC(=O)OC,-3.0698307,-2.1492180824279785,0.9206125736236572,0.9206125736236572
CO[P](=O)(OC)OC(/C)=C/C(=O)N(C)C,CO[P](=O)(OC)OC(/C)=C/C(=O)N(C)C,0.6249,-0.29565638303756714,-0.920556366443634,0.920556366443634
CCO[S](=O)(=O)OCC,CCO[S](=O)(=O)OCC,-1.3429497,-0.4224657416343689,0.9204840064048767,0.9204840064048767
CC(CC(O)=O)CC(C)(C)C(O)=O,CC(CC(O)=O)CC(C)(C)C(O)=O,-0.2790375,-1.1991698741912842,-0.9201323688030243,0.9201323688030243
[Na+].[Na+].Cc1ccc(cc1[S]([O-])(=O)=O)[S](=O)(=O)c2cc(NC(=O)C(Br)=C)ccc2N=Nc3c(N)ccc4cc(ccc34)[S]([O-])(=O)=O,[Na+].[Na+].Cc1ccc(cc1[S]([O-])(=O)=O)[S](=O)(=O)c2cc(NC(=O)C(Br)=C)ccc2N=Nc3c(N)ccc4cc(ccc34)[S]([O-])(=O)=O,-1.8948362,-0.9747614860534668,0.9200747013092041,0.9200747013092041
O=C1NC(=O)C2=C(N1)NC(=O)C=N2,O=C1NC(=O)C2=C(N1)NC(=O)C=N2,-3.34,-2.420088291168213,0.9199116230010986,0.9199116230010986
CCC(C)OC(C)=O,CCC(C)OC(C)=O,-1.2727,-0.35302603244781494,0.9196739196777344,0.9196739196777344
[Na+].CCCCCCCCCCO[S]([O-])(=O)=O,[Na+].CCCCCCCCCCO[S]([O-])(=O)=O,0.10298806,-0.8166720867156982,-0.9196601435542107,0.9196601435542107
CCC(C)(CCC(C)C)C(=O)OCC1CO1,CCC(C)(CCC(C)C)C(=O)OCC1CO1,-3.5134687,-4.432924270629883,-0.9194555282592773,0.9194555282592773
CC(Cl)C(O)=O,CC(Cl)C(O)=O,0.9645,0.045286715030670166,-0.9192132949829102,0.9192132949829102
CCCCCCCCCCCCCCCCCCOCC[O],CCCCCCCCCCCCCCCCCCOCC[O],-6.496301,-5.577352046966553,0.9189491271972656,0.9189491271972656
CC(C1CC1)C(O)(Cn2cncn2)c3ccc(Cl)cc3,CC(C1CC1)C(O)(Cn2cncn2)c3ccc(Cl)cc3,-3.3189,-4.237762451171875,-0.9188623428344727,0.9188623428344727
CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,-5.19,-4.271521091461182,0.9184789657592773,0.9184789657592773
COc1cc(C=O)c(C)cc1O,COc1cc(C=O)c(C)cc1O,-2.7435,-1.8254311084747314,0.9180688858032227,0.9180688858032227
CCC1=C2C=CC=CC2=NC(CN)=C1C,CCC1=C2C=CC=CC2=NC(CN)=C1C,-1.48,-2.398016929626465,-0.9180169105529785,0.9180169105529785
OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,-4.1546,-3.236661911010742,0.917938232421875,0.917938232421875
CCCCCCCCCCCCCCCCCCCCCCC.CCCCCCCCCCCC(CCC)(CCC)CCCCCCCC.CCc1ccc2cc3cc(CC)ccc3cc2c1,CCCCCCCCCCCCCCCCCCCCCCC.CCCCCCCCCCCC(CCC)(CCC)CCCCCCCC.CCc1ccc2cc3cc(CC)ccc3cc2c1,-6.364409,-7.282132625579834,-0.9177236557006836,0.9177236557006836
Brc1ccc(I)cc1,Brc1ccc(I)cc1,-4.452,-3.534329891204834,0.9176702499389648,0.9176702499389648
CN(CCCl)CCCl,CN(CCCl)CCCl,-1.1141,-0.19660921394824982,0.917490765452385,0.917490765452385
CCCCCCCCCCCCCCCC[Si](OC)(OC)OC,CCCCCCCCCCCCCCCC[Si](OC)(OC)OC,-5.5398636,-6.456997394561768,-0.9171338081359863,0.9171338081359863
O=C1Cc2c(O1)ccc3ccccc23,O=C1Cc2c(O1)ccc3ccccc23,-2.7078,-3.6247262954711914,-0.916926383972168,0.916926383972168
Nc1cccc(c1)[S](=O)(=O)c2cccc(N)c2,Nc1cccc(c1)[S](=O)(=O)c2cccc(N)c2,-3.5118957,-2.595043182373047,0.9168524742126465,0.9168524742126465
CC1=CC(=C(O)C=C1)C(O)=O,CC1=CC(=C(O)C=C1)C(O)=O,-2.76,-1.8435145616531372,0.9164854288101196,0.9164854288101196
CCOC(=C)C1C(C)(C)CC(=O)CC1(C)C,CCOC(=C)C1C(C)(C)CC(=O)CC1(C)C,-3.6433442,-2.726877212524414,0.9164669513702393,0.9164669513702393
O=CCC\C=C1/CC2CC1C3CCCC23,O=CCC\C=C1/CC2CC1C3CCCC23,-4.090188,-5.00563383102417,-0.9154458045959473,0.9154458045959473
OC(=O)c1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O,OC(=O)c1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O,-1.5005,-2.415788173675537,-0.9152882099151611,0.9152882099151611
NC1=CC=CC(=C1)NC2=CC=CC=C2C(O)=O,NC1=CC=CC(=C1)NC2=CC=CC=C2C(O)=O,-4.09,-3.1747422218322754,0.9152579307556152,0.9152579307556152
CC(C)CC(=O)CC(=O)C,CC(C)CC(=O)CC(=O)C,-1.6,-0.6848231554031372,0.9151768684387207,0.9151768684387207
CN1C(=O)NC2=C(NC(=O)N2)C1=O,CN1C(=O)NC2=C(NC(=O)N2)C1=O,-1.5614,-2.4764528274536133,-0.9150527715682983,0.9150527715682983
